Entity,Code,Year,Solar generation - TWh,Wind generation - TWh,Hydro generation - TWh,Other renewables (including geothermal and biomass) electricity generation - TWh
Eastern Africa (EI),,2022,1.669374,2.82126,79.58982,7.269322
Eastern Africa (EI),,2023,1.9165184,2.6073203,82.131325,8.53195
Ecuador,ECU,1965,,,0.249,
Ecuador,ECU,1966,,,0.285,
Ecuador,ECU,1967,,,0.314,
Ecuador,ECU,1968,,,0.328,
Ecuador,ECU,1969,,,0.364,
Ecuador,ECU,1970,,,0.405,
Ecuador,ECU,1971,,,0.44,
Ecuador,ECU,1972,,,0.445,
Ecuador,ECU,1973,,,0.435,
Ecuador,ECU,1974,,,0.5,
Ecuador,ECU,1975,,,0.628,
Ecuador,ECU,1976,,,0.605,
Ecuador,ECU,1977,,,0.558,
Ecuador,ECU,1978,,,0.791,
Ecuador,ECU,1979,,,0.709,
Ecuador,ECU,1980,,,0.872,
Ecuador,ECU,1981,,,0.779,
Ecuador,ECU,1982,,,0.895,
Ecuador,ECU,1983,,,1.721,
Ecuador,ECU,1984,,,3.233,
Ecuador,ECU,1985,,,3.279,
Ecuador,ECU,1986,,,4.012,
Ecuador,ECU,1987,,,4.57,
Ecuador,ECU,1988,,,4.826,
Ecuador,ECU,1989,,,4.954,
Ecuador,ECU,1990,0,0,4.9866877,0
Ecuador,ECU,1991,0,0,5.075921,0
Ecuador,ECU,1992,0,0,4.973581,0
Ecuador,ECU,1993,0,0,5.8101373,0
Ecuador,ECU,1994,0,0,6.5652776,0
Ecuador,ECU,1995,0,0,5.160551,0
Ecuador,ECU,1996,0,0,6.3434153,0
Ecuador,ECU,1997,0,0,6.5341773,0
Ecuador,ECU,1998,0,0,6.5060954,0
Ecuador,ECU,1999,0,0,7.176726,0
Ecuador,ECU,2000,0,0,7.6112313,0
Ecuador,ECU,2001,0,0,7.0706525,0
Ecuador,ECU,2002,0,0,7.524256,0
Ecuador,ECU,2003,0,0,7.180417,0
Ecuador,ECU,2004,0,0,7.4116993,0.00324057
Ecuador,ECU,2005,0.0000123899,0,6.8826394,0.102856286
Ecuador,ECU,2006,0.000014875,0,7.129493,0.14555573
Ecuador,ECU,2007,0.000018162,0.000962135,9.037655,0.21875276
Ecuador,ECU,2008,0.000026687,0.002682461,11.293333,0.20832446
Ecuador,ECU,2009,0.0000078786,0.003204417,9.225408,0.2165198
Ecuador,ECU,2010,0,0.00343485,8.636401,0.23556188
Ecuador,ECU,2011,0.00005812,0.00334467,11.133088,0.27820036
Ecuador,ECU,2012,0.00032566,0.002398368,12.237723,0.29635325
Ecuador,ECU,2013,0.003663607,0.056702975,11.038825,0.29578793
Ecuador,ECU,2014,0.016482696,0.07974247,11.457895,0.3994712
Ecuador,ECU,2015,0.036057927,0.098806314,13.09627,0.40775105
Ecuador,ECU,2016,0.038754817,0.08395875,15.833842,0.4897965
Ecuador,ECU,2017,0.03748,0.0734,20.08861,0.459
Ecuador,ECU,2018,0.038079325,0.08025777,20.678001,0.42796764
Ecuador,ECU,2019,0.038,0.085526936,24.641,0.45472345
Ecuador,ECU,2020,0.03776,0.0771,24.33326,0.47058
Ecuador,ECU,2021,0.03687,0.06201,25.57461,0.41493
Ecuador,ECU,2022,0.0385,0.0606,24.63516,0.38967
Ecuador,ECU,2023,0.03833,0.20858,25.34871,0.35859
Egypt,EGY,1965,,,1.7324048,
Egypt,EGY,1966,,,1.8252122,
Egypt,EGY,1967,,,1.966633,
Egypt,EGY,1968,,,3.0007727,
Egypt,EGY,1969,,,3.9907181,
Egypt,EGY,1970,,,4.6889834,
Egypt,EGY,1971,,,5.0469546,
Egypt,EGY,1972,,,5.161859,
Egypt,EGY,1973,,,5.1530204,
Egypt,EGY,1974,,,6.11645,
Egypt,EGY,1975,,,6.792618,
Egypt,EGY,1976,,,8.003533,
Egypt,EGY,1977,,,9.037673,
Egypt,EGY,1978,,,9.930392,
Egypt,EGY,1979,,,9.607776,
Egypt,EGY,1980,,,9.802229,
Egypt,EGY,1981,,,10.213233,
Egypt,EGY,1982,,,10.491655,
Egypt,EGY,1983,,,9.815488,
Egypt,EGY,1984,,,9.629872,
Egypt,EGY,1985,,0,9.148,
Egypt,EGY,1986,,0,8.972,
Egypt,EGY,1987,,0,8.9695,
Egypt,EGY,1988,,0,8.829,
Egypt,EGY,1989,,0,9.487,
Egypt,EGY,1990,0,0,9.953,0
Egypt,EGY,1991,0,0,9.916,0
Egypt,EGY,1992,0,0,9.8,0
Egypt,EGY,1993,0,0,10.0925,0
Egypt,EGY,1994,0,0,10.728,0
Egypt,EGY,1995,0,0,11.192,0
Egypt,EGY,1996,0,0,11.484,0
Egypt,EGY,1997,0,0,11.771,0
Egypt,EGY,1998,0,0,12.1045,0
Egypt,EGY,1999,0,0.012,13.4405,0
Egypt,EGY,2000,0.0002,0.0805,14.178,0
Egypt,EGY,2001,0.0009,0.179,14.4135,0
Egypt,EGY,2002,0.001,0.2125,13.9945,0
Egypt,EGY,2003,0.001,0.286,12.939,0
Egypt,EGY,2004,0.001,0.5040505,12.8315,0
Egypt,EGY,2005,0.001,0.5101111,12.644,0
Egypt,EGY,2006,0.001,0.6050606,12.7845,0
Egypt,EGY,2007,0.0012,0.66243637,14.2175,0
Egypt,EGY,2008,0.0015,0.92981315,15.096,0
Egypt,EGY,2009,0.0022,1.0371939,13.7725,0
Egypt,EGY,2010,0.0252,1.4091434,12.9545,0
Egypt,EGY,2011,0.244569,1.4948249,12.99,0
Egypt,EGY,2012,0.504201,1.3362031,13.0275,0
Egypt,EGY,2013,0.025437,1.5765831,13.2365,0
Egypt,EGY,2014,0.139549,1.0281278,13.587,0
Egypt,EGY,2015,0.042,1.8945454,13.6835,0
Egypt,EGY,2016,0.23361,2.396693,13.1975,0
Egypt,EGY,2017,0.602545,2.1095762,12.788,0
Egypt,EGY,2018,0.553053,2.987351,12.9235,0
Egypt,EGY,2019,1.489,4.9796867,14.0795,0
Egypt,EGY,2020,4.45251,5.2323384,14.9035,0
Egypt,EGY,2021,4.9725,5.485076,13.929912,0
Egypt,EGY,2022,5.3867803,5.5132194,13.287187,0
Egypt,EGY,2023,5.24426,5.7368817,13.824719,0
Estonia,EST,1985,,,0,
Estonia,EST,1986,,,0,
Estonia,EST,1987,,,0,
Estonia,EST,1988,,,0,
Estonia,EST,1989,,,0,
Estonia,EST,1990,0,0,0,0
Estonia,EST,1991,0,0,0,0
Estonia,EST,1992,0,0,0,0
Estonia,EST,1993,0,0,0,0
Estonia,EST,1994,0,0,0,0
Estonia,EST,1995,0,0,0,0.006
Estonia,EST,1996,0,0,0,0.005
Estonia,EST,1997,0,0,0,0.008
Estonia,EST,1998,0,0,0,0.012
Estonia,EST,1999,0,0,0.004,0.013
Estonia,EST,2000,0,0,0.005,0.055
Estonia,EST,2001,0,0,0.0074,0.022
Estonia,EST,2002,0,0.0014,0.0056,0.027
Estonia,EST,2003,0,0.0061,0.0128,0.026
Estonia,EST,2004,0,0.0076,0.0224,0.031
Estonia,EST,2005,0,0.0539,0.0215,0.033
Estonia,EST,2006,0,0.0763,0.0135,0.038
Estonia,EST,2007,0,0.091,0.022,0.036
Estonia,EST,2008,0,0.133,0.028,0.038
Estonia,EST,2009,0.0001,0.195,0.032,0.314
Estonia,EST,2010,0.0001,0.277,0.027,0.742
Estonia,EST,2011,0.0002,0.368,0.03,0.783
Estonia,EST,2012,0.0003,0.434,0.042,1.001
Estonia,EST,2013,0.0014,0.529,0.026,0.6965
Estonia,EST,2014,0.0031,0.604,0.027,0.796
Estonia,EST,2015,0.0059,0.715,0.027,0.843
Estonia,EST,2016,0.0097,0.594,0.035,0.9495
Estonia,EST,2017,0.0145,0.723,0.026,1.1085
Estonia,EST,2018,0.0308,0.636,0.015,1.332
Estonia,EST,2019,0.0735,0.687,0.019,1.363
Estonia,EST,2020,0.245,0.844,0.03,1.8515
Estonia,EST,2021,0.354,0.731,0.021,1.7585
Estonia,EST,2022,0.596,0.668,0.023,1.596
Estonia,EST,2023,0.7319015,0.69578224,0.02656338,1.4219745
Europe,,1965,0,0,381.45035,2.9090002
Europe,,1966,0,0,414.05478,3.9789999
Europe,,1967,0,0,410.65195,4.316
Europe,,1968,0,0,437.10187,4.8180003
Europe,,1969,0,0,442.712,5.244904
Europe,,1970,0,0,467.42227,6.952357
Europe,,1971,0,0,473.05194,7.0698833
Europe,,1972,0,0,483.52777,6.947608
Europe,,1973,0,0,489.05432,7.466391
Europe,,1974,0,0,527.9655,7.83506
Europe,,1975,0,0,527.5942,8.300942
Europe,,1976,0,0,504.19492,8.324597
Europe,,1977,0,0,594.7134,8.662292
Europe,,1978,0,0.003,615.8949,9.235139
Europe,,1979,0,0.006,640.884,9.617958
Europe,,1980,0,0.0105,637.35645,10.604949
Europe,,1981,0,0.0105,644.5633,10.643523
Europe,,1982,0,0.0185,626.81995,9.836121
Europe,,1983,0,0.030100001,649.14514,10.136652
Europe,,1984,0.001010101,0.0382,674.75525,10.488478
Europe,,1985,0.001010101,0.0574,650.15826,11.522739
Europe,,1986,0.001010101,0.1336,638.0437,12.499209
Europe,,1987,0,0.19080001,672.8461,12.367401
Europe,,1988,0.001010101,0.3297,698.86774,13.161699
Europe,,1989,0.009090909,0.5154,635.407,13.609675
Europe,,1990,0.012555,0.77946043,646.0378,18.948753
Europe,,1991,0.01562,0.97942805,657.9908,19.544792
Europe,,1992,0.025182,1.5346481,675.53864,20.660774
Europe,,1993,0.032363,2.2914262,690.6709,22.773966
Europe,,1994,0.0346575,2.9880357,702.3908,23.99297
Europe,,1995,0.044909,3.873229,705.49194,26.293205
Europe,,1996,0.047833413,4.8395853,661.9429,26.523182
Europe,,1997,0.056997243,7.305893,685.6162,31.367954
Europe,,1998,0.0671515,11.178979,710.2957,35.314613
Europe,,1999,0.08028906,14.234546,724.10016,37.30178
Europe,,2000,0.074515246,22.412415,750.94037,40.93956
Europe,,2001,0.19428651,26.864628,761.88824,44.862213
Europe,,2002,0.31479302,36.435246,692.46747,51.014526
Europe,,2003,0.46881574,44.851654,650.7343,58.37605
Europe,,2004,0.75098586,59.749386,700.56195,69.44955
Europe,,2005,1.5125293,71.57354,704.8204,79.46828
Europe,,2006,2.569654,83.65842,691.1441,89.95395
Europe,,2007,3.878196,106.16511,704.7684,100.01813
Europe,,2008,7.589518,121.32885,724.822,110.36833
Europe,,2009,14.324183,134.6703,728.02313,120.60472
Europe,,2010,23.494413,150.51721,765.4957,136.6996
Europe,,2011,47.16803,182.2372,680.41455,145.89107
Europe,,2012,72.17457,209.1898,731.2351,161.71437
Europe,,2013,86.54371,240.57272,783.5638,171.11696
Europe,,2014,98.38219,256.39938,776.8632,181.75574
Europe,,2015,109.27954,307.49713,738.3155,193.27142
Europe,,2016,112.78676,307.5215,771.0688,195.82268
Europe,,2017,121.35192,366.50653,714.021,200.89648
Europe,,2018,129.89243,383.64862,777.49475,206.84714
Europe,,2019,142.90276,438.24222,734.2056,213.49902
Europe,,2020,167.0458,489.8,795.68915,219.1317
Europe,,2021,186.92513,472.17413,813.36554,229.32635
Europe,,2022,235.11475,524.5063,695.33044,221.38382
Europe,,2023,277.1464,584.97754,776.0109,203.48965
Europe (EI),,1965,0,0,302.19534,3.009
Europe (EI),,1966,0,0,324.5699,4.101
Europe (EI),,1967,0,0,324.46274,4.489
Europe (EI),,1968,0,0,336.23666,4.997
Europe (EI),,1969,0,0,330.97592,5.422904
Europe (EI),,1970,0,0,346.07806,7.118357
Europe (EI),,1971,0,0,349.56314,7.2318835
Europe (EI),,1972,0,0,363.83298,7.122608
Europe (EI),,1973,0,0,369.3127,7.663391
Europe (EI),,1974,0,0,399.2913,8.04206
Europe (EI),,1975,0,0,407.51077,8.520942
Europe (EI),,1976,0,0,376.8347,8.485598
Europe (EI),,1977,0,0,456.27164,8.880291
Europe (EI),,1978,0,0.003,455.52872,9.372139
Europe (EI),,1979,0,0.006,479.14987,9.762958
Europe (EI),,1980,0,0.0105,464.76663,10.74095
Europe (EI),,1981,0,0.0105,470.4354,10.753523
Europe (EI),,1982,0,0.0185,466.30966,9.836121
Europe (EI),,1983,0,0.0301,480.12585,10.136652
Europe (EI),,1984,0.001010101,0.0382,485.19354,10.510578
Europe (EI),,1985,0.001010101,0.0574,502.4572,11.52874
Europe (EI),,1986,0.001010101,0.1336,485.56534,12.5428095
Europe (EI),,1987,0,0.1908,528.9161,12.425302
Europe (EI),,1988,0.001010101,0.3297,566.8737,13.2301
Europe (EI),,1989,0.009090909,0.5154,493.60065,13.672276
Europe (EI),,1990,0.012555,0.77946043,502.31973,18.963852
Europe (EI),,1991,0.01562,0.979428,512.5621,19.599491
Europe (EI),,1992,0.025182,1.5346481,529.49567,20.714474
Europe (EI),,1993,0.032363,2.2914262,550.31384,22.847965
Europe (EI),,1994,0.0346575,2.9880357,557.03174,24.06197
Europe (EI),,1995,0.044909,3.8732293,564.7576,26.542505
Europe (EI),,1996,0.04783341,4.8395853,548.0931,26.725283
Europe (EI),,1997,0.056997243,7.305893,567.97736,31.687756
Europe (EI),,1998,0.0671515,11.184479,593.9997,35.582615
Europe (EI),,1999,0.08028906,14.255046,598.2666,37.45768
Europe (EI),,2000,0.07451525,22.443914,617.7159,41.10196
Europe (EI),,2001,0.1942865,26.92393,611.9692,45.021713
Europe (EI),,2002,0.31479302,36.477047,563.9483,51.075825
Europe (EI),,2003,0.46881574,44.904457,530.3658,58.17785
Europe (EI),,2004,0.75098586,59.799076,570.93567,69.168945
Europe (EI),,2005,1.5125293,71.62474,571.7339,79.14538
Europe (EI),,2006,2.5696537,83.78272,562.0683,89.59409
Europe (EI),,2007,3.8781958,106.508606,563.5392,99.774574
Europe (EI),,2008,7.589518,122.16915,593.2728,110.15112
Europe (EI),,2009,14.324183,136.16087,589.73755,120.73471
Europe (EI),,2010,23.496813,153.42845,650.7625,137.07983
Europe (EI),,2011,47.169693,186.9517,569.65594,146.276
Europe (EI),,2012,72.174614,215.03929,625.57385,162.60779
Europe (EI),,2013,86.53929,248.1177,661.69525,172.7956
Europe (EI),,2014,98.23759,264.8143,643.99243,184.5689
Europe (EI),,2015,109.12906,318.96255,637.3569,197.36177
Europe (EI),,2016,113.33556,322.81747,653.54596,201.73566
Europe (EI),,2017,123.60822,384.17432,586.67053,208.52245
Europe (EI),,2018,136.94977,403.26166,646.4717,216.314
Europe (EI),,2019,150.98854,459.49213,628.3013,225.32494
Europe (EI),,2020,175.96384,513.3052,660.94525,232.53653
Europe (EI),,2021,198.38214,500.85803,654.388,245.22452
Europe (EI),,2022,249.39497,555.076,564.09644,239.22824
Europe (EI),,2023,294.8771,614.1282,638.69946,221.62271
European Union (27),,1965,0,0,211.80603,2.909
European Union (27),,1966,0,0,230.45381,3.979
European Union (27),,1967,0,0,222.19263,4.316
European Union (27),,1968,0,0,226.5809,4.818
European Union (27),,1969,0,0,222.4579,5.243
European Union (27),,1970,0,0,234.72273,6.940266
European Union (27),,1971,0,0,233.22775,7.057851
European Union (27),,1972,0,0,244.8364,6.925944
European Union (27),,1973,0,0,243.5321,7.442191
European Union (27),,1974,0,0,263.01743,7.829309
European Union (27),,1975,0,0,264.90546,8.282595
European Union (27),,1976,0,0,231.1628,8.305585
European Union (27),,1977,0,0,307.5857,8.646165
European Union (27),,1978,0,0.003,299.47946,9.1188545
European Union (27),,1979,0,0.006,313.9237,9.285328
European Union (27),,1980,0,0.0105,297.70767,10.387278
European Union (27),,1981,0,0.0105,293.823,10.08439
European Union (27),,1982,0,0.0185,288.88766,9.287153
European Union (27),,1983,0,0.0301,294.68158,9.568938
European Union (27),,1984,0,0.0382,298.8656,9.946245
European Union (27),,1985,0,0.0574,304.63483,10.981506
European Union (27),,1986,0,0.1336,287.77554,11.802871
European Union (27),,1987,0,0.1908,315.98,11.601265
European Union (27),,1988,0,0.3297,333.6034,12.376092
European Union (27),,1989,0.009090909,0.5064,272.73294,12.7941675
European Union (27),,1990,0.011455,0.7704604,284.6682,17.354042
European Union (27),,1991,0.01352,0.970428,297.9111,17.879808
European Union (27),,1992,0.022082,1.5016481,310.4662,18.720934
European Union (27),,1993,0.028355,2.0669987,318.40985,20.526823
European Union (27),,1994,0.0296395,2.6344247,327.802,21.334034
European Union (27),,1995,0.038877,3.4706535,326.83032,23.440554
European Union (27),,1996,0.04079341,4.3409996,325.44012,23.38608
European Union (27),,1997,0.049934246,6.6253376,335.02988,27.91499
European Union (27),,1998,0.0590805,10.284428,345.81534,30.97517
European Union (27),,1999,0.06921506,13.352978,343.62308,31.643864
European Union (27),,2000,0.05714925,21.423986,356.24695,34.554264
European Union (27),,2001,0.1737815,25.84902,375.66675,37.62774
European Union (27),,2002,0.291148,35.06749,316.39236,43.15997
European Union (27),,2003,0.44112274,43.298035,306.81854,49.1595
European Union (27),,2004,0.7221619,57.50379,325.7805,58.79699
European Union (27),,2005,1.4765953,68.0973,307.43076,66.87803
European Union (27),,2006,2.5267808,78.71408,311.1533,75.982346
European Union (27),,2007,3.8271239,99.913765,309.189,84.72501
European Union (27),,2008,7.526946,113.23429,327.47495,94.233116
European Union (27),,2009,14.2403755,124.32536,330.1291,103.145355
European Union (27),,2010,23.347088,139.24464,373.84525,117.50343
European Union (27),,2011,46.705227,164.80666,307.15652,125.32678
European Union (27),,2012,70.157005,187.39532,330.6224,139.13509
European Union (27),,2013,83.40955,209.52415,366.68808,145.03577
European Union (27),,2014,92.83311,220.77077,368.8252,151.14778
European Union (27),,2015,99.72287,263.13577,335.00125,156.35196
European Union (27),,2016,99.951904,266.7539,344.78198,157.94545
European Union (27),,2017,106.7307,312.2475,293.229,160.72032
European Union (27),,2018,113.27822,320.54285,342.65976,162.58266
European Union (27),,2019,123.97492,364.45337,317.17914,166.51494
European Union (27),,2020,144.24757,397.8673,345.86914,169.28294
European Union (27),,2021,162.52434,386.92062,347.2544,178.58127
European Union (27),,2022,209.42082,421.0221,274.20728,174.85323
European Union (27),,2023,247.18053,480.4704,325.66937,158.3479
Finland,FIN,1965,,,9.353536,
Finland,FIN,1966,,,10.380808,
Finland,FIN,1967,,,11.6292925,
Finland,FIN,1968,,,10.488889,
Finland,FIN,1969,,,8.745455,
Finland,FIN,1970,,,9.524242,
Finland,FIN,1971,,,10.680808,
Finland,FIN,1972,,,10.379798,
Finland,FIN,1973,,,10.579798,
Finland,FIN,1974,,,12.703031,
Finland,FIN,1975,,,12.209091,
Finland,FIN,1976,,,9.481818,
Finland,FIN,1977,,,12.181818,
Finland,FIN,1978,,,9.79899,
Finland,FIN,1979,,,10.8707075,
Finland,FIN,1980,,,10.217172,
Finland,FIN,1981,,,13.654546,
Finland,FIN,1982,,,13.088889,
Finland,FIN,1983,,,13.580808,
Finland,FIN,1984,,,13.247475,
Finland,FIN,1985,,,12.334343,
Finland,FIN,1986,,,12.389899,
Finland,FIN,1987,,,13.795959,
Finland,FIN,1988,,,13.362626,
Finland,FIN,1989,,,13.030303,
Finland,FIN,1990,0.000455,0,10.859,5.156
Finland,FIN,1991,0.00052,0,13.197,4.999
Finland,FIN,1992,0.000594,0.002,15.107,4.95
Finland,FIN,1993,0.000672,0.004,13.476,5.958
Finland,FIN,1994,0.000751,0.007,11.787,6.465
Finland,FIN,1995,0.000837,0.011,12.925,6.608
Finland,FIN,1996,0.000982,0.011,11.86,5.889
Finland,FIN,1997,0.001208,0.017,12.242,7.891
Finland,FIN,1998,0.001292,0.023,15.051,9.333
Finland,FIN,1999,0.001417,0.049,12.78,8.363
Finland,FIN,2000,0.001576,0.078,14.66,8.639025
Finland,FIN,2001,0.001715,0.07,13.205,8.271852
Finland,FIN,2002,0.001865,0.064,10.776,8.988814
Finland,FIN,2003,0.002097,0.093,9.591,9.379286
Finland,FIN,2004,0.002361,0.120344,15.069615,10.439557
Finland,FIN,2005,0.002631,0.169942,13.784,9.512216
Finland,FIN,2006,0.003379,0.155641,11.493691,10.81394
Finland,FIN,2007,0.003811,0.188408,14.177206,9.954877
Finland,FIN,2008,0.003944,0.26052,17.112131,10.404638
Finland,FIN,2009,0.004317,0.276624,12.68603,8.733982
Finland,FIN,2010,0.004739,0.294317,12.921994,10.974214
Finland,FIN,2011,0.0053,0.481393,12.445039,11.244833
Finland,FIN,2012,0.005749,0.494323,16.859129,11.199986
Finland,FIN,2013,0.006452,0.773692,12.838601,12.010922
Finland,FIN,2014,0.007752,1.107172,13.397044,11.758651
Finland,FIN,2015,0.011311,2.327359,16.768698,11.419356
Finland,FIN,2016,0.022066,3.068041,15.799127,11.522723
Finland,FIN,2017,0.048513,4.795192,14.771469,11.861537
Finland,FIN,2018,0.090225,5.838668,13.301104,12.910225
Finland,FIN,2019,0.147182,6.024746,12.420475,13.292058
Finland,FIN,2020,0.218471,8.255676,15.883341,11.569852
Finland,FIN,2021,0.297518,8.506734,15.791129,13.579126
Finland,FIN,2022,0.392342,12.021954,13.49176,12.760534
Finland,FIN,2023,0.6652308,15.036281,15.1728,10.981029
France,FRA,1965,,,46.881092,0
France,FRA,1966,,,52.20847,0.39
France,FRA,1967,,,45.37766,0.605
France,FRA,1968,,,50.42261,0.926
France,FRA,1969,,,52.94209,1.067
France,FRA,1970,,,56.681484,1.3702458
France,FRA,1971,,,48.856724,1.3918225
France,FRA,1972,,,48.831467,1.5151953
France,FRA,1973,,,47.696262,1.5500864
France,FRA,1974,,,56.230286,1.5770591
France,FRA,1975,,,60.107937,1.4158849
France,FRA,1976,,,48.56463,1.3329
France,FRA,1977,,,76.322975,1.3745815
France,FRA,1978,,,68.35983,1.4183881
France,FRA,1979,,,66.419136,1.4840102
France,FRA,1980,,,69.52675,1.4710236
France,FRA,1981,,,72.19517,1.4921525
France,FRA,1982,,,70.57486,1.52734
France,FRA,1983,,,69.443016,1.5587
France,FRA,1984,,,65.69011,1.6223
France,FRA,1985,,,61.916004,1.65215
France,FRA,1986,,,62.483,1.6628
France,FRA,1987,,,70.498,1.7506
France,FRA,1988,,,76.522,1.77325
France,FRA,1989,,,46.636997,1.84145
France,FRA,1990,0,0.000271526,53.866,1.913
France,FRA,1991,0,0.000489604,57.602,2.102
France,FRA,1992,0.001488,0.000489604,68.956,2.134
France,FRA,1993,0.001683,0.00240218,64.895,1.974
France,FRA,1994,0.0018785,0.004704,78.794,2.157
France,FRA,1995,0.00204,0.0047142,73.119,2.329
France,FRA,1996,0.0026503,0.0074302,66.044,2.423
France,FRA,1997,0.0034068,0.0111284,63.764,2.675
France,FRA,1998,0.0040885,0.0194972,62.093,2.653
France,FRA,1999,0.0045475,0.03694443,72.514,2.853
France,FRA,2000,0.00522325,0.048,66.363,2.986
France,FRA,2001,0.0061605,0.131,74.268,3.334
France,FRA,2002,0.00710345,0.265,60.397,3.537
France,FRA,2003,0.0077673,0.388,58.943,3.717
France,FRA,2004,0.008447984,0.595,59.555,3.782
France,FRA,2005,0.01050076,0.962,51.48,3.872
France,FRA,2006,0.01190605,2.182,56.303,3.841
France,FRA,2007,0.018,4.07,57.604,4.216
France,FRA,2008,0.042,5.694,63.654,4.436
France,FRA,2009,0.174,7.912,56.994,4.578
France,FRA,2010,0.62,9.945,62.714,4.917
France,FRA,2011,2.077841,12.313573,44.848557,5.518408
France,FRA,2012,4.016329,15.107985,58.781254,5.757187
France,FRA,2013,4.734224,16.054344,70.8423,6.096901
France,FRA,2014,5.913476,17.250189,62.828735,6.582303
France,FRA,2015,7.263164,21.350168,54.556957,7.1144433
France,FRA,2016,8.164943,21.307966,59.923428,7.7130413
France,FRA,2017,9.102626,24.54369,48.964455,8.246541
France,FRA,2018,10.327941,28.53087,63.915768,8.644078
France,FRA,2019,11.647888,34.615356,56.027714,8.778017
France,FRA,2020,12.716188,39.930534,61.703796,8.812484
France,FRA,2021,14.880584,36.979103,58.653072,9.23665
France,FRA,2022,19.144035,37.90229,44.27017,9.733451
France,FRA,2023,22.24763,52.311317,55.522423,9.705619
Germany,DEU,1965,,,16.21221,
Germany,DEU,1966,,,17.533998,
Germany,DEU,1967,,,16.652311,
Germany,DEU,1968,,,16.89899,
Germany,DEU,1969,,,13.713478,
Germany,DEU,1970,,,17.533678,0.92002016
Germany,DEU,1971,,,13.455188,1.0010282
Germany,DEU,1972,,,13.205894,1.0187488
Germany,DEU,1973,,,15.229462,1.0531049
Germany,DEU,1974,,,17.638132,1.07625
Germany,DEU,1975,,,17.059124,1.1247102
Germany,DEU,1976,,,13.846833,1.2776853
Germany,DEU,1977,,,17.58216,1.2465839
Germany,DEU,1978,,,18.362234,1.317466
Germany,DEU,1979,,,18.383686,1.4433178
Germany,DEU,1980,,,19.069143,1.9662538
Germany,DEU,1981,,,19.914673,1.8042376
Germany,DEU,1982,,,19.737993,1.798813
Germany,DEU,1983,,,18.712017,1.5402381
Germany,DEU,1984,,,18.479174,1.6429448
Germany,DEU,1985,,,17.40065,1.6440297
Germany,DEU,1986,,0.001,18.571981,1.5955696
Germany,DEU,1987,,0.002,20.34297,1.4458493
Germany,DEU,1988,,0.008,20.079391,1.6378818
Germany,DEU,1989,,0.026,18.243729,1.7492679
Germany,DEU,1990,0.001,0.071,17.335,1.435
Germany,DEU,1991,0.001,0.1,15.85,1.511
Germany,DEU,1992,0.002,0.275,18.635,1.562
Germany,DEU,1993,0.003,0.6,18.96,1.663
Germany,DEU,1994,0.004,0.909,20.195,1.906
Germany,DEU,1995,0.005,1.5,21.556,2.049
Germany,DEU,1996,0.006,2.032,18.818,2.143
Germany,DEU,1997,0.011,2.966,18.952,2.297
Germany,DEU,1998,0.015,4.489,19.002,2.718
Germany,DEU,1999,0.019,5.528,20.686,2.94
Germany,DEU,2000,0,9.5,24.9,3.4
Germany,DEU,2001,0.1,10.5,23.2,5.2
Germany,DEU,2002,0.2,15.8,23.7,6.4
Germany,DEU,2003,0.313,19.087,18.321198,8.948651
Germany,DEU,2004,0.557,26.019,20.745722,10.635514
Germany,DEU,2005,1.308,27.774,19.638,14.707401
Germany,DEU,2006,2.265,31.324,20.031,18.935265
Germany,DEU,2007,3.137,40.507,21.17,24.615967
Germany,DEU,2008,4.508,41.385,20.443,28.033205
Germany,DEU,2009,6.715,39.42,19.031,30.904196
Germany,DEU,2010,11.963,38.547,20.953,33.952076
Germany,DEU,2011,19.991,49.857,17.671,36.909298
Germany,DEU,2012,26.744,51.68,21.755,43.228863
Germany,DEU,2013,30.621,52.737,22.998,45.59228
Germany,DEU,2014,35.448,58.497,19.587,48.386147
Germany,DEU,2015,38.076,80.624,18.977,50.459496
Germany,DEU,2016,37.556,79.924,20.546,51.103508
Germany,DEU,2017,38.761,105.693,20.15,51.080452
Germany,DEU,2018,44.32,109.951,17.693,50.97157
Germany,DEU,2019,45.221,125.894,19.731,50.32362
Germany,DEU,2020,49.496,132.102,18.322,51.16132
Germany,DEU,2021,49.34,114.647,19.657415,50.304493
Germany,DEU,2022,60.304,124.816,17.624172,51.902596
Germany,DEU,2023,61.216,142.103,19.639,49.491
Greece,GRC,1965,,,0.801,
Greece,GRC,1966,,,1.73,
Greece,GRC,1967,,,1.66,
Greece,GRC,1968,,,1.368,
Greece,GRC,1969,,,2.055,
Greece,GRC,1970,,,2.636,
Greece,GRC,1971,,,2.652,
Greece,GRC,1972,,,2.677,
Greece,GRC,1973,,,2.223,
Greece,GRC,1974,,,2.347,
Greece,GRC,1975,,,2.015,
Greece,GRC,1976,,,1.879,
Greece,GRC,1977,,,1.922,
Greece,GRC,1978,,,2.988,
Greece,GRC,1979,,,3.566,
Greece,GRC,1980,,,3.405,
Greece,GRC,1981,,,3.407,
Greece,GRC,1982,,,3.561,
Greece,GRC,1983,,,2.34,
Greece,GRC,1984,,,2.862,
Greece,GRC,1985,,,2.805,
Greece,GRC,1986,,,3.235,
Greece,GRC,1987,,0.001,2.78,
Greece,GRC,1988,,0.001,2.366,
Greece,GRC,1989,,0.001,1.9,
Greece,GRC,1990,0,0.002,1.769,0
